GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
99,1671,1050,66,330,1823,3.5,123,26,6.3
99,1671,1050,66,330,1823,3.5,123,27,6.3
99,1672,1050,63,330,1825,3.5,124,32,6.3
99,1674,1050,66,328,1823,3.5,122,26,6.3
99,1674,1050,66,328,1823,3.5,122,26,6.3
99,1677,1050,64,327,1836,3.5,121,26,6.3
99,1675,1050,63,328,1844,3.5,119,27,6.3
99,1675,1050,63,328,1844,3.5,119,27,6.3
99,1676,1050,66,326,1844,3.5,119,28,6.3
99,1676,1050,66,326,1844,3.5,119,28,6.3
99,1672,1050,63,324,1845,3.5,121,27,6.4
99,1672,1050,63,324,1845,3.5,121,27,6.4
99,1672,1050,63,324,1846,3.5,123,28,6.4
99,1672,1050,63,324,1846,3.5,123,28,6.4
99,1677,1050,63,329,1844,3.5,121,28,6.4
99,1677,1050,63,329,1844,3.5,121,28,6.4
99,1677,1050,66,327,1845,3.5,124,29,6.4
99,1673,1050,66,328,1853,3.5,120,29,6.4
99,1673,1050,66,328,1853,3.5,120,28,6.4
99,1668,1050,66,332,1865,3.5,123,28,6.4
99,1673,1050,63,329,1866,3.5,124,28,6.4
99,1674,1050,65,329,1866,3.5,124,28,6.4
99,1674,1050,65,326,1867,3.5,124,25,6.4
99,1673,1050,63,325,1872,3.5,122,27,6.4
99,1683,1050,67,316,1885,3.5,120,30,6.4
99,1694,1050,66,311,1888,3.5,116,32,6.4
99,1694,1050,66,311,1888,3.5,116,32,6.4
92,1676,1050,65,316,1887,3.5,139,37,6.4
92,1676,1050,65,316,1887,3.5,139,37,6.4
88,1658,1050,63,305,1888,3.5,144,37,6.4
93,1674,1050,66,309,1888,3.5,144,36,6.4
85,1673,1050,65,282,1888,3.5,144,39,6.4
85,1673,1050,65,282,1888,3.5,144,39,6.4
98,1668,1050,65,322,1888,3.5,143,37,6.4
98,1668,1050,65,322,1888,3.5,143,37,6.4
98,1663,1050,66,336,1888,3.5,144,38,6.4
98,1663,1050,66,336,1888,3.5,144,38,6.4
96,1644,1050,66,332,1887,3.5,136,35,6.4
96,1644,1050,66,332,1887,3.5,136,35,6.4
99,1661,1050,65,334,1888,3.5,143,34,6.4
99,1661,1050,65,334,1888,3.5,143,34,6.4
98,1662,1050,66,334,1897,3.5,140,31,6.4
98,1662,1050,66,334,1897,3.5,140,31,6.4
99,1666,1050,66,337,1928,3.5,139,24,6.4
99,1667,1050,64,335,1951,3.5,138,21,6.4
99,1667,1050,64,335,1951,3.5,138,21,6.4
99,1667,1050,67,331,2000,3.5,134,19,6.4
99,1667,1050,67,331,2026,3.5,134,19,6.4
